station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
MKE,2025-11-30 14:35,28.00,25.00,88.32,320.00,12.00,0.00,29.98,M,10.00,22.00,SCT,SCT,OVC,M,1700.00,7000.00,9000.00,M,M,M,M,M,M,M,M,16.91,KMKE 301435Z 32012G22KT 10SM SCT017 SCT070 OVC090 M02/M04 A2998 RMK AO2 T10221039 $,M
MKE,2025-11-30 14:52,28.00,25.00,88.32,320.00,13.00,0.00,30.00,1016.70,10.00,20.00,FEW,SCT,BKN,M,1700.00,7500.00,9000.00,M,M,M,M,M,M,M,M,16.44,KMKE 301452Z 32013G20KT 10SM FEW017 SCT075 BKN090 M02/M04 A3000 RMK AO2 SLP167 60001 T10221039 51064 $,M
MKE,2025-11-30 15:52,29.00,25.00,84.78,320.00,16.00,0.00,30.05,1018.60,10.00,23.00,OVC,M,M,M,2000.00,M,M,M,M,M,M,M,M,M,M,16.51,KMKE 301552Z 32016G23KT 10SM OVC020 M02/M04 A3005 RMK AO2 SLP186 T10171039 $,M
MKE,2025-11-30 16:52,29.00,25.00,84.78,320.00,13.00,0.00,30.09,1019.90,10.00,22.00,BKN,OVC,M,M,1900.00,3800.00,M,M,M,M,M,M,29.00,330.00,2025-11-30 16:39,17.73,KMKE 301652Z 32013G22KT 10SM BKN019 OVC038 M02/M04 A3009 RMK AO2 PK WND 33029/1639 SLP199 T10171039 $,M
MKE,2025-11-30 17:52,30.00,24.00,78.06,320.00,15.00,0.00,30.12,1020.80,10.00,25.00,FEW,SCT,BKN,M,2000.00,2600.00,3300.00,M,M,M,M,M,M,M,M,18.19,KMKE 301752Z 32015G25KT 10SM FEW020 SCT026 BKN033 M01/M04 A3012 RMK AO2 SLP208 4/008 933008 60001 T10111044 10000 21022 51040 $,8
MKE,2025-11-30 18:52,31.00,23.00,71.87,330.00,13.00,0.00,30.15,1021.90,10.00,20.00,FEW,BKN,BKN,M,2300.00,3000.00,8000.00,M,M,M,M,M,27.00,320.00,2025-11-30 18:31,20.29,KMKE 301852Z 33013G20KT 10SM FEW023 BKN030 BKN080 M01/M05 A3015 RMK AO2 PK WND 32027/1831 SLP219 T10061050,M
MKE,2025-11-30 19:52,31.00,22.00,68.90,320.00,10.00,0.00,30.20,1023.50,10.00,19.00,BKN,M,M,M,3200.00,M,M,M,M,M,M,M,M,M,M,21.71,KMKE 301952Z 32010G19KT 10SM BKN032 M01/M06 A3020 RMK AO2 SLP235 T10061056,M
MKE,2025-11-30 20:52,31.00,20.00,63.29,320.00,12.00,0.00,30.25,1025.20,10.00,19.00,SCT,BKN,M,M,2800.00,3500.00,M,M,M,M,M,M,M,M,M,20.73,KMKE 302052Z 32012G19KT 10SM SCT028 BKN035 M01/M07 A3025 RMK AO2 SLP252 T10061067 53043,M
MKE,2025-11-30 21:52,30.00,19.00,63.16,310.00,9.00,0.00,30.29,1026.80,10.00,M,FEW,FEW,M,M,3500.00,4000.00,M,M,M,M,M,M,M,M,M,21.03,KMKE 302152Z 31009KT 10SM FEW035 FEW040 M01/M07 A3029 RMK AO2 SLP268 T10111072,M
MKE,2025-11-30 22:52,28.00,19.00,68.54,310.00,6.00,0.00,30.32,1027.90,10.00,M,FEW,M,M,M,3800.00,M,M,M,M,M,M,M,M,M,M,20.71,KMKE 302252Z 31006KT 10SM FEW038 M02/M07 A3032 RMK AO2 SLP279 T10221072,M
MKE,2025-11-30 23:52,27.00,17.00,65.53,300.00,4.00,0.00,30.35,1028.90,10.00,M,FEW,M,M,M,4700.00,M,M,M,M,M,M,M,M,M,M,21.58,KMKE 302352Z 30004KT 10SM FEW047 M03/M08 A3035 RMK AO2 SLP289 4/007 T10281083 11006 21028 51035,7
MKE,2025-12-01 00:52,22.00,18.00,84.31,0.00,0.00,0.00,30.38,1029.70,10.00,M,FEW,M,M,M,4800.00,M,M,M,M,M,M,M,M,M,M,22.00,KMKE 010052Z 00000KT 10SM FEW048 M06/M08 A3038 RMK AO2 SLP297 T10561078,M
MKE,2025-12-01 01:52,22.00,17.00,80.75,0.00,0.00,0.00,30.40,1030.60,10.00,M,BKN,M,M,M,4800.00,M,M,M,M,M,M,M,M,M,M,22.00,KMKE 010152Z 00000KT 10SM BKN048 M06/M08 A3040 RMK AO2 SLP306 T10561083 $,M
MKE,2025-12-01 02:52,21.00,17.00,84.25,0.00,0.00,0.00,30.40,1030.70,10.00,M,OVC,M,M,M,4500.00,M,M,M,M,M,M,M,M,M,M,21.00,KMKE 010252Z 00000KT 10SM OVC045 M06/M08 A3040 RMK AO2 SLP307 T10611083 51016 $,M
MKE,2025-12-01 03:52,24.00,19.00,80.91,260.00,4.00,0.00,30.41,1031.00,10.00,M,FEW,FEW,M,M,4200.00,25000.00,M,M,M,M,M,M,M,M,M,18.08,KMKE 010352Z 26004KT 10SM FEW042 FEW250 M04/M07 A3041 RMK AO2 SLP310 T10441072 $,M
MKE,2025-12-01 04:52,21.00,18.00,87.96,0.00,0.00,0.00,30.42,1031.50,10.00,M,FEW,FEW,M,M,4200.00,25000.00,M,M,M,M,M,M,M,M,M,21.00,KMKE 010452Z 00000KT 10SM FEW042 FEW250 M06/M08 A3042 RMK AO2 SLP315 T10611078 $,M
MKE,2025-12-01 05:52,20.00,16.00,84.18,280.00,3.00,0.00,30.43,1031.70,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,14.97,KMKE 010552Z 28003KT 10SM CLR M07/M09 A3043 RMK AO2 SLP317 4/007 T10671089 11028 21078 400001078 51010 $,7
MKE,2025-12-01 06:52,19.00,15.00,84.11,300.00,4.00,0.00,30.43,1031.80,10.00,M,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,12.24,KMKE 010652Z 30004KT 10SM FEW250 M07/M09 A3043 RMK AO2 SLP318 T10721094 $,M
MKE,2025-12-01 07:52,19.00,15.00,84.11,290.00,4.00,0.00,30.44,1031.90,10.00,M,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,12.24,KMKE 010752Z COR 29004KT 10SM FEW250 M07/M09 A3044 RMK AO2 SLP319 T10721094 $,M
MKE,2025-12-01 08:52,16.00,13.00,87.69,300.00,4.00,0.00,30.44,1031.90,10.00,M,SCT,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,8.74,KMKE 010852Z 30004KT 10SM SCT250 M09/M11 A3044 RMK AO2 SLP319 T10891106 50001 $,M
MKE,2025-12-01 09:52,18.00,14.00,84.04,300.00,4.00,0.00,30.42,1031.40,10.00,M,FEW,BKN,M,M,20000.00,25000.00,M,M,M,M,M,M,M,M,M,11.07,KMKE 010952Z 30004KT 10SM FEW200 BKN250 M08/M10 A3042 RMK AO2 SLP314 T10781100 $,M
MKE,2025-12-01 10:52,18.00,13.00,80.42,290.00,5.00,0.00,30.41,1031.10,10.00,M,SCT,BKN,M,M,20000.00,25000.00,M,M,M,M,M,M,M,M,M,9.77,KMKE 011052Z 29005KT 10SM SCT200 BKN250 M08/M11 A3041 RMK AO2 SLP311 T10781106 $,M
MKE,2025-12-01 11:52,17.00,13.00,83.97,300.00,3.00,0.00,30.41,1030.90,10.00,M,BKN,OVC,M,M,20000.00,25000.00,M,M,M,M,M,M,M,M,M,11.54,KMKE 011152Z 30003KT 10SM BKN200 OVC250 M08/M11 A3041 RMK AO2 SLP309 4/007 70001 T10831106 11061 21094 56010 $,7
MKE,2025-12-01 12:52,18.00,13.00,80.42,0.00,0.00,0.00,30.39,1030.40,10.00,M,OVC,M,M,M,18000.00,M,M,M,M,M,M,M,M,M,M,18.00,KMKE 011252Z 00000KT 10SM OVC180 M08/M11 A3039 RMK AO2 SLP304 T10781106 $,M
MKE,2025-12-01 13:52,19.00,14.00,80.51,0.00,0.00,0.00,30.38,1030.20,10.00,M,OVC,M,M,M,16000.00,M,M,M,M,M,M,M,M,M,M,19.00,KMKE 011352Z 00000KT 10SM OVC160 M07/M10 A3038 RMK AO2 SLP302 T10721100 $,M
MKE,2025-12-01 14:52,20.00,15.00,80.59,0.00,0.00,0.00,30.35,1029.20,10.00,M,OVC,M,M,M,14000.00,M,M,M,M,M,M,M,M,M,M,20.00,KMKE 011452Z 00000KT 10SM OVC140 M07/M09 A3035 RMK AO2 SLP292 T10671094 58017,M
MKE,2025-12-01 15:52,23.00,15.00,70.97,0.00,0.00,0.00,30.35,1029.00,10.00,M,BKN,OVC,M,M,14000.00,25000.00,M,M,M,M,M,M,M,M,M,23.00,KMKE 011552Z 00000KT 10SM BKN140 OVC250 M05/M09 A3035 RMK AO2 SLP290 T10501094,M
MKE,2025-12-01 16:52,26.00,17.00,68.30,220.00,3.00,0.00,30.32,1027.70,10.00,M,SCT,BKN,BKN,BKN,3800.00,4500.00,13000.00,25000.00,M,M,M,M,M,M,M,21.83,KMKE 011652Z 22003KT 10SM SCT038 BKN045 BKN130 BKN250 M03/M08 A3032 RMK AO2 SLP277 T10331083,M
MKE,2025-12-01 17:52,27.00,17.00,65.53,230.00,6.00,0.00,30.28,1026.50,10.00,M,BKN,OVC,M,M,3200.00,4700.00,M,M,M,M,M,M,M,M,M,19.51,KMKE 011752Z 23006KT 10SM BKN032 OVC047 M03/M08 A3028 RMK AO2 SLP265 4/006 933008 T10281083 11028 21083 58025,6
MKE,2025-12-01 18:52,27.00,16.00,62.75,230.00,6.00,0.00,30.24,1025.30,10.00,M,OVC,M,M,M,3100.00,M,M,M,M,M,M,M,M,M,M,19.51,KMKE 011852Z 23006KT 10SM OVC031 M03/M09 A3024 RMK AO2 SLP253 T10281089,M
MKE,2025-12-01 19:52,27.00,17.00,65.53,240.00,6.00,0.00,30.22,1024.70,10.00,M,OVC,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,19.51,KMKE 011952Z 24006KT 10SM OVC030 M03/M08 A3022 RMK AO2 SLP247 T10281083,M
MKE,2025-12-01 20:52,27.00,18.00,68.42,220.00,4.00,0.00,30.19,1023.70,10.00,M,FEW,BKN,OVC,M,3200.00,5500.00,7000.00,M,M,M,M,M,M,M,M,21.58,KMKE 012052Z 22004KT 10SM FEW032 BKN055 OVC070 M03/M08 A3019 RMK AO2 SLP237 T10281078 56028,M
MKE,2025-12-01 21:20,27.00,19.00,71.42,210.00,3.00,T,30.18,M,9.00,M,BKN,OVC,M,M,3600.00,5000.00,M,M,-SN,M,M,M,M,M,M,22.97,KMKE 012120Z 21003KT 9SM -SN BKN036 OVC050 M03/M07 A3018 RMK AO2 SNB19 P0000 T10281072,M
MKE,2025-12-01 21:52,26.00,21.00,81.07,230.00,6.00,T,30.17,1022.90,3.00,M,FEW,BKN,OVC,M,3100.00,3800.00,4500.00,M,-SN,M,M,M,M,M,M,18.30,KMKE 012152Z 23006KT 3SM -SN FEW031 BKN038 OVC045 M03/M06 A3017 RMK AO2 SNB19 SLP229 P0000 T10331061,M
MKE,2025-12-01 22:02,26.00,22.00,84.58,210.00,6.00,T,30.17,M,2.00,M,SCT,OVC,M,M,2900.00,3400.00,M,M,-SN BR,M,M,M,M,M,M,18.30,KMKE 012202Z 21006KT 2SM -SN BR SCT029 OVC034 M03/M06 A3017 RMK AO2 P0000 T10331056,M
MKE,2025-12-01 22:08,25.00,22.00,88.17,210.00,5.00,T,30.17,M,1.50,M,FEW,OVC,M,M,2500.00,2900.00,M,M,-SN BR,M,M,M,M,M,M,18.08,KMKE 012208Z 21005KT 1 1/2SM -SN BR FEW025 OVC029 M04/M06 A3017 RMK AO2 TWR VIS 2 P0000 T10391056,M
MKE,2025-12-01 22:23,25.00,22.00,88.17,190.00,5.00,T,30.16,M,1.25,M,FEW,OVC,M,M,1900.00,2300.00,M,M,-SN BR,M,M,M,M,M,M,18.08,KMKE 012223Z 19005KT 1 1/4SM -SN BR FEW019 OVC023 M04/M06 A3016 RMK AO2 TWR VIS 1 1/2 P0000 T10391056,M
MKE,2025-12-01 22:46,24.80,21.20,85.95,190.00,4.00,0.01,30.14,M,3.00,M,FEW,BKN,OVC,M,2100.00,2700.00,4100.00,M,-SN BR,M,M,M,M,M,M,19.01,KMKE 012246Z 19004KT 3SM -SN BR FEW021 BKN027 OVC041 M04/M06 A3014 RMK AO2 P0001,M
MKE,2025-12-01 22:52,25.00,22.00,88.17,200.00,4.00,0.01,30.14,1021.70,3.00,M,BKN,OVC,M,M,2900.00,4000.00,M,M,-SN BR,M,M,M,M,M,M,19.25,KMKE 012252Z 20004KT 3SM -SN BR BKN029 OVC040 M04/M06 A3014 RMK AO2 SLP217 P0001 T10391056,M
MKE,2025-12-01 23:04,25.00,22.00,88.17,210.00,4.00,T,30.13,M,2.00,M,OVC,M,M,M,2700.00,M,M,M,-SN BR,M,M,M,M,M,M,19.25,KMKE 012304Z 21004KT 2SM -SN BR OVC027 M04/M06 A3013 RMK AO2 TWR VIS 3 P0000 T10391056,M
MKE,2025-12-01 23:27,25.00,23.00,91.97,210.00,4.00,0.01,30.12,M,2.50,M,OVC,M,M,M,3300.00,M,M,M,-SN BR,M,M,M,M,M,M,19.25,KMKE 012327Z 21004KT 2 1/2SM -SN BR OVC033 M04/M05 A3012 RMK AO2 TWR VIS 3 P0001 T10391050,M
MKE,2025-12-01 23:52,25.00,23.00,91.97,220.00,3.00,0.01,30.11,1020.70,3.00,M,BKN,OVC,M,M,3600.00,5500.00,M,M,-SN BR,M,M,M,M,M,M,20.69,KMKE 012352Z 22003KT 3SM -SN BR BKN036 OVC055 M04/M05 A3011 RMK AO2 SLP207 4/006 P0001 60002 T10391050 11022 21039 56021,6
MKE,2025-12-02 00:52,25.00,22.00,88.17,240.00,4.00,0.01,30.08,1019.80,7.00,M,BKN,OVC,M,M,6000.00,7000.00,M,M,-SN,M,M,M,M,M,M,19.25,KMKE 020052Z 24004KT 7SM -SN BKN060 OVC070 M04/M06 A3008 RMK AO2 SLP198 P0001 T10391056 $,M
MKE,2025-12-02 01:52,25.00,23.00,91.97,260.00,4.00,T,30.06,1019.20,5.00,M,BKN,OVC,M,M,5500.00,7000.00,M,M,-SN BR,M,M,M,M,M,M,19.25,KMKE 020152Z 26004KT 5SM -SN BR BKN055 OVC070 M04/M05 A3006 RMK AO2 SLP192 P0000 T10391050 $,M
MKE,2025-12-02 02:21,25.00,23.00,91.97,240.00,5.00,T,30.04,M,2.00,M,OVC,M,M,M,3300.00,M,M,M,-SN BR,M,M,M,M,M,M,18.08,KMKE 020221Z 24005KT 2SM -SN BR OVC033 M04/M05 A3004 RMK AO2 P0000 T10391050 $,M
MKE,2025-12-02 02:52,25.00,23.00,91.97,230.00,5.00,T,30.04,1018.30,2.50,M,OVC,M,M,M,3000.00,M,M,M,-SN BR,M,M,M,M,M,M,18.08,KMKE 020252Z 23005KT 2 1/2SM -SN BR OVC030 M04/M05 A3004 RMK AO2 SLP183 P0000 60001 T10391050 56023 $,M
MKE,2025-12-02 03:52,25.00,23.00,91.97,240.00,5.00,0.01,30.02,1017.80,3.00,M,OVC,M,M,M,4300.00,M,M,M,-SN BR,M,M,M,M,M,M,18.08,KMKE 020352Z 24005KT 3SM -SN BR OVC043 M04/M05 A3002 RMK AO2 SLP178 P0001 T10391050 $,M
MKE,2025-12-02 03:59,25.00,23.00,91.97,250.00,5.00,T,30.02,M,2.50,M,OVC,M,M,M,3900.00,M,M,M,-SN BR,M,M,M,M,M,M,18.08,KMKE 020359Z 25005KT 2 1/2SM -SN BR OVC039 M04/M05 A3002 RMK AO2 P0000 T10391050 $,M
MKE,2025-12-02 04:12,25.00,23.00,91.97,230.00,6.00,T,30.01,M,1.75,M,OVC,M,M,M,2900.00,M,M,M,-SN BR,M,M,M,M,M,M,17.10,KMKE 020412Z 23006KT 1 3/4SM -SN BR OVC029 M04/M05 A3001 RMK AO2 P0000 T10391050 $,M
MKE,2025-12-02 04:36,25.00,23.00,91.97,250.00,4.00,0.01,30.01,M,3.00,M,OVC,M,M,M,4000.00,M,M,M,-SN BR,M,M,M,M,M,M,19.25,KMKE 020436Z 25004KT 3SM -SN BR OVC040 M04/M05 A3001 RMK AO2 P0001 T10391050 $,M
MKE,2025-12-02 04:52,25.00,23.00,91.97,250.00,5.00,0.01,30.01,1017.30,4.00,M,OVC,M,M,M,4500.00,M,M,M,-SN BR,M,M,M,M,M,M,18.08,KMKE 020452Z 25005KT 4SM -SN BR OVC045 M04/M05 A3001 RMK AO2 SLP173 P0001 T10391050 $,M
MKE,2025-12-02 05:07,25.00,23.00,91.97,250.00,6.00,T,30.00,M,2.00,M,OVC,M,M,M,3300.00,M,M,M,-SN BR,M,M,M,M,M,M,17.10,KMKE 020507Z 25006KT 2SM -SN BR OVC033 M04/M05 A3000 RMK AO2 P0000 T10391050 $,M
MKE,2025-12-02 05:18,25.00,23.00,91.97,260.00,5.00,T,30.00,M,2.00,M,OVC,M,M,M,2700.00,M,M,M,-SN BR,M,M,M,M,M,M,18.08,KMKE 020518Z 26005KT 2SM -SN BR OVC027 M04/M05 A3000 RMK AO2 P0000 T10391050 $,M
MKE,2025-12-02 05:52,25.00,22.00,88.17,270.00,6.00,0.01,29.99,1016.60,2.50,M,OVC,M,M,M,3000.00,M,M,M,-SN BR,M,M,M,M,M,M,17.10,KMKE 020552Z 27006KT 2 1/2SM -SN BR OVC030 M04/M06 A2999 RMK AO2 SLP166 4/006 P0001 60004 T10391056 11039 21039 410221094 58016 $,6
MKE,2025-12-02 06:13,24.00,22.00,91.93,270.00,5.00,T,29.98,M,3.00,M,OVC,M,M,M,4000.00,M,M,M,-SN BR,M,M,M,M,M,M,16.89,KMKE 020613Z 27005KT 3SM -SN BR OVC040 M04/M06 A2998 RMK AO2 P0000 T10441056 $,M
MKE,2025-12-02 06:52,24.00,21.00,88.12,270.00,5.00,T,29.97,1015.90,4.00,M,OVC,M,M,M,6000.00,M,M,M,-SN BR,M,M,M,M,M,M,16.89,KMKE 020652Z 27005KT 4SM -SN BR OVC060 M04/M06 A2997 RMK AO2 SLP159 P0000 T10441061 $,M
MKE,2025-12-02 07:52,23.00,20.00,88.07,290.00,4.00,T,29.95,1015.40,6.00,M,FEW,SCT,OVC,M,7000.00,8000.00,12000.00,M,-SN BR,M,M,M,M,M,M,16.91,KMKE 020752Z 29004KT 6SM -SN BR FEW070 SCT080 OVC120 M05/M07 A2995 RMK AO2 SLP154 P0000 T10501067 $,M
MKE,2025-12-02 08:42,21.00,19.00,91.82,270.00,4.00,0.01,29.95,M,7.00,M,FEW,M,M,M,1000.00,M,M,M,M,M,M,M,M,M,M,14.57,KMKE 020842Z 27004KT 7SM FEW010 M06/M07 A2995 RMK AO2 SNE42 P0001 T10611072 $,M
MKE,2025-12-02 08:52,21.00,19.00,91.82,300.00,6.00,0.01,29.95,1015.20,7.00,M,BKN,M,M,M,1000.00,M,M,M,M,M,M,M,M,M,M,12.28,KMKE 020852Z 30006KT 7SM BKN010 M06/M07 A2995 RMK AO2 SNE42 SLP152 P0001 60001 T10611072 56014 $,M
MKE,2025-12-02 09:10,22.00,19.00,88.01,290.00,6.00,0.00,29.95,M,8.00,M,BKN,M,M,M,900.00,M,M,M,M,M,M,M,M,M,M,13.49,KMKE 020910Z 29006KT 8SM BKN009 M06/M07 A2995 RMK AO2 T10561072 $,M
MKE,2025-12-02 09:52,21.00,18.00,87.96,290.00,4.00,0.00,29.94,1015.00,8.00,M,SCT,M,M,M,900.00,M,M,M,M,M,M,M,M,M,M,14.57,KMKE 020952Z 29004KT 8SM SCT009 M06/M08 A2994 RMK AO2 SLP150 T10611078 $,M
MKE,2025-12-02 10:52,20.00,17.00,87.91,280.00,3.00,0.00,29.95,1015.40,6.00,M,FEW,M,M,M,900.00,M,M,M,BR,M,M,M,M,M,M,14.97,KMKE 021052Z 28003KT 6SM BR FEW009 M07/M08 A2995 RMK AO2 SLP154 T10671083 $,M
MKE,2025-12-02 11:52,18.00,16.00,91.71,0.00,0.00,0.00,29.96,1015.60,4.00,M,SCT,M,M,M,800.00,M,M,M,BR,T,M,T,M,M,M,18.00,KMKE 021152Z 00000KT 4SM BR SCT008 M08/M09 A2996 RMK AO2 SLP156 4/006 60001 70007 I1000 I6000 T10781089 11039 21083 53003 $,6
MKE,2025-12-02 12:02,19.00,17.00,91.75,300.00,4.00,0.00,29.96,M,5.00,M,BKN,M,M,M,600.00,M,M,M,BR,M,M,M,M,M,M,12.24,KMKE 021202Z 30004KT 5SM BR BKN006 M07/M08 A2996 RMK AO2 T10721083 $,M
MKE,2025-12-02 12:52,19.00,16.00,87.85,290.00,4.00,0.00,29.96,1015.90,5.00,M,OVC,M,M,M,700.00,M,M,M,BR,M,M,M,M,M,M,12.24,KMKE 021252Z 29004KT 5SM BR OVC007 M07/M09 A2996 RMK AO2 SLP159 T10721089 $,M
MKE,2025-12-02 13:52,18.00,16.00,91.71,270.00,5.00,0.00,29.98,1016.40,5.00,M,OVC,M,M,M,700.00,M,M,M,BR,M,M,M,M,M,M,9.77,KMKE 021352Z 27005KT 5SM BR OVC007 M08/M09 A2998 RMK AO2 SLP164 T10781089 $,M
MKE,2025-12-02 14:52,18.00,15.00,87.80,250.00,5.00,0.00,29.99,1016.90,5.00,M,OVC,M,M,M,600.00,M,M,M,BR,M,M,M,M,M,M,9.77,KMKE 021452Z 25005KT 5SM BR OVC006 M08/M09 A2999 RMK AO2 SLP169 T10781094 53012 $,M
MKE,2025-12-02 15:52,18.00,15.00,87.80,290.00,6.00,0.00,29.99,1016.90,6.00,M,BKN,M,M,M,800.00,M,M,M,BR,M,M,M,M,M,M,8.67,KMKE 021552Z 29006KT 6SM BR BKN008 M08/M09 A2999 RMK AO2 SLP169 T10781094 $,M
MKE,2025-12-02 16:23,19.00,15.00,84.11,M,6.00,T,29.99,M,3.00,M,BKN,M,M,M,800.00,M,M,M,-SN BR,M,M,M,M,M,M,9.87,KMKE 021623Z VRB06KT 3SM R01L/4000VP6000FT -SN BR BKN008 M07/M09 A2999 RMK AO2 SNB23 P0000 T10721094 $,M
MKE,2025-12-02 16:43,18.00,14.00,84.04,270.00,7.00,T,29.99,M,5.00,M,BKN,M,M,M,800.00,M,M,M,BR,M,M,M,M,M,M,7.71,KMKE 021643Z 27007KT 5SM BR BKN008 M08/M10 A2999 RMK AO2 SNB23E43 P0000 T10781100 $,M
MKE,2025-12-02 16:52,19.00,14.00,80.51,260.00,6.00,T,29.99,1016.70,5.00,M,BKN,M,M,M,800.00,M,M,M,BR,M,M,M,M,M,M,9.87,KMKE 021652Z 26006KT 5SM R01L/5500VP6000FT BR BKN008 M07/M10 A2999 RMK AO2 SNB23E43 SLP167 P0000 T10721100 $,M
MKE,2025-12-02 16:54,19.00,15.00,84.11,270.00,6.00,T,29.99,M,1.25,M,BKN,M,M,M,500.00,M,M,M,-SN BR,M,M,M,M,M,M,9.87,KMKE 021654Z 27006KT 1 1/4SM R01L/5500VP6000FT -SN BR BKN005 M07/M09 A2999 RMK AO2 SNB54 P0000 T10721094 $,M
MKE,2025-12-02 17:01,19.00,15.00,84.11,270.00,7.00,T,29.99,M,3.00,M,BKN,M,M,M,500.00,M,M,M,-SN BR,M,M,M,M,M,M,8.93,KMKE 021701Z 27007KT 3SM -SN BR BKN005 M07/M09 A2999 RMK AO2 SNB1654 P0000 T10721094 $,M
MKE,2025-12-02 17:35,19.00,14.00,80.51,280.00,6.00,T,29.98,M,4.00,M,BKN,OVC,M,M,500.00,900.00,M,M,BR,M,M,M,M,M,M,9.87,KMKE 021735Z 28006KT 4SM BR BKN005 OVC009 M07/M10 A2998 RMK AO2 SNB1654E34 P0000 T10721100 $,M
MKE,2025-12-02 17:52,19.00,14.00,80.51,270.00,7.00,T,29.97,1016.00,6.00,M,BKN,BKN,M,M,500.00,900.00,M,M,HZ,M,M,M,M,M,M,8.93,KMKE 021752Z 27007KT 6SM HZ BKN005 BKN009 M07/M10 A2997 RMK AO2 SNB1654E34 SLP160 4/006 933009 P0000 60000 T10721100 11067 21078 58008 $,6
MKE,2025-12-02 18:16,20.00,16.00,84.18,240.00,6.00,T,29.96,M,3.00,M,BKN,M,M,M,600.00,M,M,M,-SN,M,M,M,M,M,M,11.08,KMKE 021816Z 24006KT 3SM -SN BKN006 M07/M09 A2996 RMK AO2 SNB15 P0000 T10671089 $,M
MKE,2025-12-02 18:52,21.00,16.00,80.67,260.00,11.00,T,29.96,1015.80,5.00,M,BKN,M,M,M,800.00,M,M,M,BR,M,M,M,M,M,M,8.57,KMKE 021852Z 26011KT 5SM BR BKN008 M06/M09 A2996 RMK AO2 SNB15E52 SLP158 P0000 T10611089 $,M
MKE,2025-12-02 19:42,19.00,15.00,84.11,260.00,9.00,T,29.95,M,3.00,M,BKN,M,M,M,800.00,M,M,M,-SN BR,M,M,M,M,M,M,7.35,KMKE 021942Z 26009KT 3SM -SN BR BKN008 M07/M09 A2995 RMK AO2 SNB41 P0000 T10721094 $,M
MKE,2025-12-02 19:52,19.00,15.00,84.11,260.00,10.00,T,29.95,1015.30,4.00,M,BKN,M,M,M,800.00,M,M,M,-SN BR,M,M,M,M,M,M,6.67,KMKE 021952Z 26010KT 4SM -SN BR BKN008 M07/M09 A2995 RMK AO2 SNB41 SLP153 P0000 T10721094 $,M
MKE,2025-12-02 20:45,19.00,14.00,80.51,240.00,11.00,0.01,29.95,M,7.00,M,SCT,M,M,M,1100.00,M,M,M,M,M,M,M,M,M,M,6.04,KMKE 022045Z 24011KT 7SM SCT011 M07/M10 A2995 RMK AO2 SNE45 P0001 T10721100,M
MKE,2025-12-02 20:52,20.00,14.00,77.14,240.00,13.00,0.01,29.95,1015.40,10.00,M,SCT,M,M,M,1100.00,M,M,M,M,M,M,M,M,M,M,6.19,KMKE 022052Z 24013KT 10SM SCT011 M07/M10 A2995 RMK AO2 SNE45 SLP154 P0001 60001 T10671100 55006,M
MKE,2025-12-02 21:14,18.00,14.00,84.04,260.00,10.00,0.00,29.95,M,8.00,M,BKN,M,M,M,1100.00,M,M,M,M,M,M,M,M,M,M,5.41,KMKE 022114Z 26010KT 8SM BKN011 M08/M10 A2995 RMK AO2 T10781100,M
MKE,2025-12-02 21:52,18.00,15.00,87.80,250.00,7.00,0.00,29.95,1015.40,3.00,M,OVC,M,M,M,1000.00,M,M,M,BR,M,M,M,M,M,M,7.71,KMKE 022152Z 25007KT 3SM BR OVC010 M08/M09 A2995 RMK AO2 SLP154 VIS SW 2 T10781094,M
MKE,2025-12-02 22:06,18.00,15.00,87.80,250.00,7.00,0.00,29.95,M,2.00,18.00,FEW,OVC,M,M,700.00,1000.00,M,M,BR,M,M,M,M,M,M,7.71,KMKE 022206Z 25007G18KT 2SM BR FEW007 OVC010 M08/M09 A2995 RMK AO2 TWR VIS 4 T10781094,M
MKE,2025-12-02 22:11,18.00,15.00,87.80,260.00,8.00,T,29.95,M,1.75,M,FEW,OVC,M,M,700.00,1000.00,M,M,-SN BR,M,M,M,M,M,M,6.87,KMKE 022211Z 26008KT 1 3/4SM -SN BR FEW007 OVC010 M08/M09 A2995 RMK AO2 TWR VIS 3 SNB10 P0000 T10781094,M
MKE,2025-12-02 22:41,18.00,15.00,87.80,240.00,6.00,T,29.94,M,3.00,15.00,OVC,M,M,M,1000.00,M,M,M,BR,M,M,M,M,M,M,8.67,KMKE 022241Z 24006G15KT 3SM BR OVC010 M08/M09 A2994 RMK AO2 SFC VIS 3 SNB10E19 P0000 T10781094,M
